address,clinic,phone,hours,services
"г Москва, ул Большая Пироговская, д. 2, корп.9 (м.Спортивная,Фрунзенская)",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),"т.:84994508889, 84954886538","пн-пт 08:30-20:00, сб 12:00-16:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Большая Пироговская, д. 4, корп.1 (м.Спортивная,Фрунзенская)",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),"т.:84994508889, 84954886538","пн-пт 08:00-20:00, сб 09:00-14:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Доватора, д.15, корп.1 (м.Лужники,Спортивная)",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),т.:499 4508889,пн-пт 08:30-16:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Еланского, д.2, корп.1 (м. Киевская,Фрунзенская)",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),"т.:84994508889, 84954886538",пн-пт 08:30-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Малая Пироговская, д. 20, корп.1 (м.Спортивная, Фрунзенская)",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),"т.:84994508889, 84954886538",пн-пт 08:30-15:30,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Погодинская, д.1, корп.1 (м.Киевская,Фрунзенская)",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),"т.:84994508889, 84954886538","пн-пт 08:00-20:00, сб 10:00-15:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Россолимо, д.11, корп.5 (м.Парк культуры,Фрунзенская)",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),т.:8 499 450 88 89,"пн-пт 08:00-20:00, сб 09:00-15:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Россолимо, д.11, корп.9 (м.Парк культуры,Фрунзенская)",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),т.:8 499 450 88 89,пн-пт 09:00-15:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Россолимо, д.11, корп.А (м.Парк культуры,Фрунзенская)",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),т.:8 499 450 88 89,"пн-пт 08:00-20:00, сб 09:00-15:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Истра, г Истра",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),"т.:84994508889, 84954886538",,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Раменское, рп Быково, ул Опаринская, д.11",ФГАОУ ВО Первый МГМУ им.И. М. Сеченова Минздрава России (Сеченовский Университет),"т.:84994508889, 84954886538",,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Иваньковское шоссе, д.3 (м. Стрешнево,Щукинская)",ФГАУ «НМИЦ ЛРЦ» Минздрава России,"т.:+7 499 1900885, +7 495 9424328",,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Фотиевой, д.10 (м. Воробьёвы горы,Ленинский проспект)",ФГБНУ «Российский научный центр хирургии имени академика Б.В. Петровского,т.:84953560301,"пн-пт 08:00-20:00, сб 09:00-19:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Литовский б-р, д.1А (м. Тёплый Стан,Ясенево)",ФГБНУ «Российский научный центр хирургии имени академика Б.В. Петровского,т.:84994004733,"пн-пт 08:00-20:00, сб 09:00-19:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Китайгородский проезд, д.7 (м.Китай-город)","ФГБУ ""НМИЦ ТПМ"" Минздрава России",т.:7 495 2120713,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Петроверигский пер, д.10, корп.3 (м.Китай-город)","ФГБУ ""НМИЦ ТПМ"" Минздрава России",т.:8 4957907172,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Академика Скрябина, д.3 (м.Выхино,Рязанский проспект)",ФГБУ «12 КДЦ» Минобороны России,"т.:84953718694 , 84953717897",пн-пт 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, 1-й Краснокурсантский проезд, д.1/5 (м.Площадь Ильича, Римская)",ФГБУ «12 КДЦ» Минобороны России,т.:84953623028,пн-пт 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Комсомольский пр-кт, д. 13А (м.Парк культуры,Фрунзенская)",ФГБУ «9 ЛДЦ» Минобороны России,"т.:84956095420, 84956095421, 84956095422","пн-пт 08:00-20:00, сб 08:00-14:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Комсомольский пр-кт, д. 22/2 (м.Парк культуры,Фрунзенская)",ФГБУ «9 ЛДЦ» Минобороны России,"т.:84956095420, 84956095421, 84956095422",пн-пт 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Большая Пироговская, д. 15/18, корп.1 (м.Спортивная, Фрунзенская)",ФГБУ «9 ЛДЦ» Минобороны России,"т.:84956095420, 84997909094",пн-пт 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Маршала Тухачевского, д.56, корп.2",ФГБУ «9 ЛДЦ» Минобороны России,т.:84991443276,пн-пт 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Ильинка, д.9, корп.1 (м. Китай-город,Площадь Революции)",ФГБУ «Многофункциональный комплекс Минфина России»,"т.:495 9879105, 495 6235372, 495 9879737",пн-пт 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Гагаринский пер, д.37 (м. Смоленская)",ФГБУ «НМХЦ им. Н.И. Пирогова» Минздрава России,т.:8 499 4640303,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Нижняя Первомайская, д.65 (м.Первомайская,Щёлковская)",ФГБУ «НМХЦ им. Н.И. Пирогова» Минздрава России,т.:8 499 4640303,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Садовая-Спасская, д.11, корп.1 (м.Красные ворота,Чистые пруды)",ФГБУ «Управление служебными зданиями» при Министерстве сельского хозяйства Российской Федераци,т.:84956079905,"пн-пт 08:00-20:00, сб 09:00-14:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Ореховый б-р, д.28 (м. Зябликово,Красногвардейская)",ФГБУ «Федеральный научно-клинический центр специализированных видов медицинской помощи и медицинских технологий ФМБА»,т.:7 499 7254440,"пн-пт 08:00-20:00, сб 08:00-20:00, вс 09:00-16:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Маршала Тимошенко, д. 15 (м.Крылатское,Молодежная)",ФГБУ «Центральная клиническая больница с поликлиникой» УДП РФ,т.:8 495 5300111,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Ватутина, д.1 (м. Кунцевская,Славянский бульвар)","ФГБУЗ «72 Центральная поликлиника Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»","т.:84959836605, 84991445906","пн-пт 08:00-20:00, сб 09:00-14:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Серпухов, ул Весенняя, д.10",ФГБУЗ «Медико-санитарная часть № 164 Федерального медико-биологического агентства»,т.:84967128133,"пн-пт 08:00-18:00, сб 08:00-14:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Солнечногорск, деревня Голубое, ул Родниковая, д.6, корп.1",ФГБУЗ «Центральная клиническая больница восстановительного лечения Федерального медико-биологического агентства»,т.:84955360922,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, Электросталь, Комсомольская ул, д.3",ФГБУЗ «ЦЕНТРАЛЬНАЯ МЕДИКО-САНИТАРНАЯ ЧАСТЬ № 21» ФМБА РОССИИ,т.:84965779468,пн-пт 07:30-18:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Москворечье, д.16 (м. Кантемировская,Каширская)",ФГБУЗ КБ № 85 ФМБА России,"т.:8 499 3246525, 8 499 7828585","пн-пт 08:00-20:00, сб-вс 09:00-16:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Подольск, ул Орджоникидзе, д.21",ФГБУЗ КБ №85 ФМБА России (Поликлиника № 4),т.:84967540578,пн-пт 08:00-16:30,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Каширское шоссе, д.13Г (м. Каширская)",ФГБУЗ КБ №85 ФМБА России (Поликлиника № 5),"т.:8 499 3246525, 8 499 6111197","пн-пт 08:00-20:00, сб 09:00-16:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Москворечье, д.6 (м. Кантемировская,Каширская)",ФГБУЗ КБ №85 ФМБА России (Поликлиника №1),т.:84993247406,"пн-пт 08:00-20:00, сб 10:00-15:00, вс 10:00-13:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Нижегородская, д.28 (м. Площадь Ильича,Римская)",Филиал ФБЛПУ «ЛРЦ «Подмосковье» ФНС России,т.:8495 6703504,пн-пт 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, Анадырский проезд, д.10, корп.2 (м.Бабушкинская,Свиблово)",ЧУЗ «КБ «РЖД-Медицина» им. Н.А. Семашко»,т.:8985 8400394,"пн-пт 08:00-20:00, сб 09:00-14:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, рп Киевский, поселение Киевский, д.12А",ЧУЗ «КБ «РЖД-Медицина» им. Н.А. Семашко»,т.:84958463489,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул 1-я Мытищинская, д.19А (м.Алексеевская,Рижская)",ЧУЗ «КБ «РЖД-Медицина» им. Н.А. Семашко»,т.:84996239051,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Люблинская, д.78, корп.2 (м.Братиславская,Марьино)",ЧУЗ «КБ «РЖД-Медицина» им. Н.А. Семашко»,т.:88007000701,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Плющева, д.15а, корп.2 (м.Андроновка,Перово)",ЧУЗ «КБ «РЖД-Медицина» им. Н.А. Семашко»,"т.:84996237192, 84996237206, 89166301393",,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Ставропольская, д.23, корп.1 стр 1 (м.Волжская,Люблино)",ЧУЗ «КБ «РЖД-Медицина» им. Н.А. Семашко»,т.:84992669812,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Москва, Шоссейная ул, д.43 (м. Люблино,Печатники)",ЧУЗ «КБ «РЖД-Медицина» им. Н.А. Семашко»,т.:8495644 47 10,,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Новая Басманная, д.5 (м. Комсомольская,Красные ворота)",ЧУЗ «ЦКБ «РЖД-Медицина»,"т.:88002343434, 7499 2623599",,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"г Москва, ул Часовая, д.20, корп.1 (м. Аэропорт,Сокол)",ЧУЗ «ЦКБ «РЖД-Медицина»,"т.:74959250218, 74955313041",,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники
"Московская обл, г Истра, г Истра, ул Спортивная, д.3",ГБУЗ МО «Истринская клиническая больница»,т.:89916263438,пн-пт 08:30-18:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, 1-й Кожуховский проезд, д. 9 (м.Автозаводская)","ООО ""Медицинский центр ""Поликлиника.ру""",т.:84956498878,пн-вс 08:00-22:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, 1-й Смоленский пер, д.17, корп.3 (м.Смоленская)","ООО ""Медицинский центр ""Поликлиника.ру""",т.:84956498878,пн-вс 08:00-22:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, Большой Сухаревский пер, д.19, корп.2 (м.Сухаревская,Цветной бульвар)","ООО ""Медицинский центр ""Поликлиника.ру""",т.:84956498878,круглосуточно,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, г Зеленоград, д.2027","ООО ""Медицинский центр ""Поликлиника.ру""",т.:84956498878,пн-вс 08:00-22:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, Комсомольский пр-кт, д.24, корп.2 (м.Спортивная,Фрунзенская)","ООО ""Медицинский центр ""Поликлиника.ру""",т.:84956498878,пн-вс 08:00-22:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, Столярный пер, д.7, корп.2 (м.Краснопресненская,Улица 1905 года)","ООО ""Медицинский центр ""Поликлиника.ру""",т.:84956498878,пн-вс 08:00-22:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Большая Полянка, д.42, корп.4 (м.Полянка,Третьяковская)","ООО ""Медицинский центр ""Поликлиника.ру""",т.:84956498878,пн-вс 08:00-22:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Дорожная, д.32, корп.1 (м.Аннино,Улица Академика Янгеля)","ООО ""Медицинский центр ""Поликлиника.ру""",т.:84956498878,пн-вс 08:00-22:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Новая Басманная, д.10, корп.1 (м.Комсомольская,Красные ворота)","ООО ""Медицинский центр ""Поликлиника.ру""",т.:84956498878,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Таганская, д.32/1, корп. 17 (м.Марксистская,Таганская)","ООО ""Медицинский центр ""Поликлиника.ру""",т.:84956498878,пн-вс 08:00-22:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Новокузнецкая, д.36/2, корп.1 (м.Павелецкая,Третьяковская)",ООО «Дальвен» (Стоматологическая клиника Генри Кларка),"т.:+7 495 9218382,+7 495 7219001, 8 800 3330324",,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, пр-кт Защитников Москвы, д.15 (м.Жулебино,Лермонтовский проспект)",ООО «Доктор рядом»,т.:84952300309,"пн-пт 09:00-21:00, сб-вс 10:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, проезд Нагатинский 1-й, д. 11, корп.1 (м.Верхние Котлы, Нагатинская)",ООО «Доктор рядом»,т.:84952300309,"пн-пт 09:00-21:00, сб-вс 10:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Кулакова, д.20, корп.1Л (м.Мякинино,Строгино)",ООО «Доктор рядом»,т.:84952300309,"пн-пт 09:00-21:00, сб-вс 10:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Симоновский Вал, д.15, корп.2 (м.Дубровка,Пролетарская)",ООО «Доктор рядом»,т.:84952300309,"пн-пт 09:00-21:00, сб-вс 10:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Москва, Ангарская ул, д.45, корп.1 (м. Селигерская,Ховрино)",ООО «Доктор рядом»,т.:84952300309,"пн-пт 09:00-21:00, сб-вс 10:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Москва, Героев Панфиловцев ул, д. 18, корп.2 (м.Планерная,Сходненская)",ООО «Доктор рядом»,т.:84952300309,"пн-пт 09:00-21:00, сб-вс 10:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Москва, Лётчика Бабушкина ул, д.42 (м.Бабушкинская,Медведково)",ООО «Доктор рядом»,т.:84952300309,"пн-пт 09:00-21:00, сб-вс 10:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Москва, Молодцова ул, д.25, корп.2 (м.Бибирево,Отрадное)",ООО «Доктор рядом»,т.:84952300309,"пн-пт 09:00-21:00, сб-вс 10:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Москва, Озёрная ул, д.10 (м. Мичуринский проспект,Озёрная)",ООО «Доктор рядом»,т.:84952300309,"пн-пт 09:00-21:00, сб-вс 10:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Москва, Фестивальная ул, д.32, корп. 1 (м.Беломорская,Речной вокзал)",ООО «Доктор рядом»,т.:84952300309,"пн-пт 09:00-21:00, сб-вс 10:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Москва, Юных Ленинцев ул, д.59, корп.1 (м.Волжская,Кузьминки)",ООО «Доктор рядом»,т.:84952300309,"пн-пт 09:00-21:00, сб-вс 10:00-17:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Московская обл, г Подольск, Октябрьский пр-кт, д.9б",ООО «Жемчужина Подолья»,т.:84997058656,пн-вс 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Московская обл, г Подольск, ул Беляевская, д.86б",ООО «Жемчужина Подолья»,"т.:84997058656, 84994003533",пн-вс 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Московская обл, г Подольск, ул Быковская, д.10, оф.101",ООО «Жемчужина Подолья»,"т.:84997058656, 84994003533",пн-вс 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Московская обл, г Подольск, ул Гайдара, д.12а",ООО «Жемчужина Подолья»,т.:84997058656,пн-вс 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Московская обл, г Подольск, ул Кирова, д.11",ООО «Жемчужина Подолья»,т.:84997058656,пн-вс 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, Комсомольский пр-кт, д.28 (м.Спортивная,Фрунзенская)",ООО «Клиника Будь Здоров»,"т.:+7 495 7828882 доб 30758, +7 499 2450152",пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, Последний пер, д.28 (м. Сретенский бульвар,Сухаревская)",ООО «Клиника Будь Здоров»,"т.:+7 495 7828882 доб 34715, +7 499 6607787",пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Сущёвский Вал, д.12 (м. Савёловская)",ООО «Клиника Будь Здоров»,т.:8812 448 88 82,пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Московская обл, г Серпухов, ул Октябрьская, д.17а",ООО «Мед Престиж»,"т.:7 4967 760111, 7 4967 761111, 8 800 2220831",пн-вс 08:30-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Московская обл, г Подольск, пр-кт Юных Ленинцев, д.70, корп.1",ООО «СОВРЕМЕННАЯ МЕДИЦИНА»,т.:84953746960,"пн-пт 08:00-21:00, сб-вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Московская обл, г Подольск, ул Свердлова, д.9А",ООО «СОВРЕМЕННАЯ МЕДИЦИНА»,т.:84953746960,"пн-пт 08:00-21:00, сб-вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, б-р Яна Райниса, д.4, корп.1 (м.Планерная,Сходненская)",ООО «СОН-МЕД»,т.:+7 495 7580000,"пн-пт 08:00-21:00, сб 08:00-21:00, вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, Варшавское шоссе, д.158, корп.1 (м.Аннино,Лесопарковая)",ООО «СОН-МЕД»,т.:+7 495 7580000,"пн-пт 08:00-21:00, сб 08:00-21:00, вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, Рублёвское шоссе, д.99, корп.1 (м.Кунцевская,Молодежная)",ООО «СОН-МЕД»,т.:+7 495 7580000,"пн-пт 08:00-21:00, сб 08:00-21:00, вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Берзарина, д.17, корп.2 (м.Зорге,Октябрьское поле)",ООО «СОН-МЕД»,т.:+7 495 7580000,"пн-пт 08:00-21:00, сб 08:00-21:00, вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Грайвороновская, д.6, корп.1 (м.Новохохловская, Текстильщики)",ООО «СОН-МЕД»,т.:+7 495 7580000,"пн-пт 08:00-21:00, сб 08:00-21:00, вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Митинская, д.57",ООО «СОН-МЕД»,т.:+7 495 7580000,"пн-пт 08:00-21:00, сб 08:00-21:00, вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Обручева, д.16, корп.1 (м.Беляево,Калужская)",ООО «СОН-МЕД»,т.:8 495 7580000,"пн-пт 08:00-21:00, сб 08:00-21:00, вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Фестивальная, д.47 (м. Беломорская,Речной вокзал)",ООО «СОН-МЕД»,т.:+7 495 7580000,"пн-пт 08:00-21:00, сб 08:00-21:00, вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, Хорошёвское шоссе, д.62 (м.Полежаевская,Хорошёвская)",ООО «СОН-МЕД»,т.:+7 495 7580000,"пн-пт 08:00-21:00, сб 08:00-21:00, вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, Ярославское шоссе, д.144 (м.Бабушкинская,Медведково)",ООО «СОН-МЕД»,т.:+7 495 7580000,"пн-пт 08:00-21:00, сб 08:00-21:00, вс 09:00-20:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, Товарищеский пер, д.10, корп.2 (м.Марксистская,Таганская)",ООО Клиника «Креде Эксперто»,т.:+7 495 2324840,пн-вс 08:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"Московская обл, г Дубна, ул Ленинградская, д.9",ФБУЗ Медико-санитарная часть № 9 ФМБА России,т.:84962146530,пн-пт 08:00-17:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Кржижановского, д. 24/35, корп.6 (м.Академическая, Профсоюзная)",ФГБУ «52 КДЦ» Минобороны России,т.:8499 7230761,пн-пт 08:00-20:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Планетная, д.3, корп.3 (м.Динамо,Петровский парк)",ФГБУ «52 КДЦ» Минобороны России,"т.:84956399040, 84956128104","пн-пт 08:00-20:00, сб 08:00-14:00",Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Медицинская помощь на дому; Запись на приём по телефону клиники
"г Москва, ул Брянская, д.3 (м. Киевская)",ООО «Сеть семейных медицинских центров»,т.:8 495 6625885,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Стоматологическая помощь; Запись на приём по телефону клиники
"г Москва, ул Героев Панфиловцев, д.1 (м.Планерная,Сходненская)",ООО «Сеть семейных медицинских центров»,т.:8 495 6625885,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Стоматологическая помощь; Запись на приём по телефону клиники
"г Москва, ул Первомайская, д.42 (м. Измайловская,Первомайская)",ООО «Сеть семейных медицинских центров»,т.:8 495 6625885,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Стоматологическая помощь; Запись на приём по телефону клиники
"г Москва, ул Фестивальная, д.4 (м. Беломорская,Речной вокзал)",ООО «Сеть семейных медицинских центров»,т.:8 495 6625885,пн-вс 09:00-21:00,Амбулаторно-поликлиническое обслуживание; Запись на приём по телефону клиники; Стоматологическая помощь; Запись на приём по телефону клиники
